type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_air_process,power_W,wear_x_torque_minNm
L,300.5,311.9,1511,41.8,205,No Failure,11.399999999999977,6614.1,8569.0
L,300.5,311.9,1750,28.3,207,No Failure,11.399999999999977,5186.2,5858.1
L,300.6,311.9,1372,60.1,212,Overstrain Failure,11.299999999999955,8634.9,12741.2
L,300.5,311.8,1524,38.9,214,Tool Wear Failure,11.300000000000011,6208.2,8324.6
L,300.4,311.8,1601,36.1,0,No Failure,11.400000000000034,6052.4,0.0
L,300.4,311.8,2261,14.9,5,No Failure,11.400000000000034,3527.9,74.5
L,300.4,311.8,1636,32.3,7,No Failure,11.400000000000034,5533.7,226.09999999999997
M,300.4,311.9,1335,58.3,9,No Failure,11.5,8150.4,524.6999999999999
M,300.3,311.7,1236,57.5,12,No Failure,11.399999999999977,7442.4,690.0
L,300.3,311.7,1445,47.3,15,No Failure,11.399999999999977,7157.4,709.5
L,300.2,311.5,1500,40.8,17,No Failure,11.300000000000011,6408.8,693.5999999999999
L,300.2,311.6,1999,21.0,19,No Failure,11.400000000000034,4396.0,399.0
M,300.2,311.6,1467,40.7,23,No Failure,11.400000000000034,6252.5,936.1
L,300.1,311.5,1334,54.0,26,No Failure,11.399999999999977,7543.6,1404.0
M,300.1,311.5,1343,46.2,28,No Failure,11.399999999999977,6497.5,1293.6000000000001
H,300.1,311.5,1383,49.1,33,No Failure,11.399999999999977,7111.0,1620.3
L,300.1,311.3,1470,45.2,40,No Failure,11.199999999999989,6958.0,1808.0
L,300.1,311.4,1467,35.7,45,No Failure,11.299999999999955,5484.4,1606.5000000000002
M,300.1,311.4,1617,39.3,47,No Failure,11.299999999999955,6654.7,1847.1
H,300.1,311.4,1377,56.7,50,No Failure,11.299999999999955,8176.1,2835.0
L,300.0,311.2,1504,37.9,58,No Failure,11.199999999999989,5969.2,2198.2
L,300.0,311.2,1418,47.3,60,No Failure,11.199999999999989,7023.7,2838.0
L,300.0,311.2,1629,31.7,62,No Failure,11.199999999999989,5407.7,1965.3999999999999
L,300.1,311.3,1305,64.7,66,No Failure,11.199999999999989,8841.9,4270.2
M,300.2,311.4,1450,38.5,68,No Failure,11.199999999999989,5846.0,2618.0
M,300.2,311.3,1587,31.2,73,No Failure,11.100000000000023,5185.1,2277.6
M,300.3,311.5,1528,40.9,76,No Failure,11.199999999999989,6544.5,3108.4
L,300.3,311.5,1446,45.0,82,No Failure,11.199999999999989,6814.1,3690.0
L,300.2,311.4,1425,44.2,84,No Failure,11.199999999999989,6595.8,3712.8
L,300.2,311.4,1891,22.6,86,No Failure,11.199999999999989,4475.4,1943.6000000000001
L,300.1,311.4,1430,40.9,93,No Failure,11.299999999999955,6124.7,3803.7
L,300.2,311.4,1495,43.6,95,No Failure,11.199999999999989,6825.8,4142.0
L,300.3,311.4,1544,41.6,97,No Failure,11.099999999999966,6726.2,4035.2000000000003
M,300.3,311.4,1554,34.3,99,No Failure,11.099999999999966,5581.8,3395.7
M,300.2,311.3,1491,37.3,102,No Failure,11.100000000000023,5823.9,3804.6
L,300.3,311.3,1525,40.7,105,No Failure,11.0,6499.7,4273.5
M,300.3,311.4,1386,48.1,119,No Failure,11.099999999999966,6981.3,5723.900000000001
M,300.3,311.3,1377,53.8,125,No Failure,11.0,7757.9,6725.0
L,300.3,311.1,1388,49.4,128,No Failure,10.800000000000011,7180.3,6323.2
M,300.3,311.1,1350,58.7,130,No Failure,10.800000000000011,8298.5,7631.0
M,300.4,311.2,1831,23.4,133,No Failure,10.800000000000011,4486.8,3112.2
M,300.3,311.2,1783,25.6,139,No Failure,10.899999999999977,4779.9,3558.4
L,300.2,311.0,1255,71.8,149,Power Failure,10.800000000000011,9436.2,10698.199999999999
H,300.2,311.0,1777,27.5,151,No Failure,10.800000000000011,5117.4,4152.5
L,300.3,311.1,1606,30.9,156,No Failure,10.800000000000011,5196.8,4820.4
L,300.3,311.1,1676,28.6,158,No Failure,10.800000000000011,5019.6,4518.8
L,300.3,311.1,1605,37.1,160,No Failure,10.800000000000011,6235.6,5936.0
L,300.4,311.1,1487,37.4,162,No Failure,10.700000000000045,5823.9,6058.8
L,300.4,311.2,1471,46.5,164,No Failure,10.800000000000011,7163.0,7626.0
L,300.4,311.2,1673,28.9,171,No Failure,10.800000000000011,5063.2,4941.9
M,300.4,311.2,1366,56.1,177,No Failure,10.800000000000011,8024.9,9929.7
L,300.4,311.2,1472,37.3,187,No Failure,10.800000000000011,5749.7,6975.099999999999
L,300.4,311.1,1397,50.8,189,No Failure,10.700000000000045,7431.7,9601.199999999999
L,300.4,311.1,1589,35.5,191,No Failure,10.700000000000045,5907.2,6780.5
M,300.4,311.0,1433,46.1,199,No Failure,10.600000000000023,6917.9,9173.9
M,300.5,311.2,1551,36.6,205,No Failure,10.699999999999989,5944.6,7503.0
L,300.5,311.2,1270,67.5,208,Overstrain Failure,10.699999999999989,8977.1,14040.0
L,300.6,311.3,1531,38.5,0,No Failure,10.699999999999989,6172.5,0.0
H,300.5,311.2,1397,45.2,2,No Failure,10.699999999999989,6612.5,90.4
L,300.5,311.1,1547,37.2,7,No Failure,10.600000000000023,6026.5,260.40000000000003
L,300.5,311.1,1491,42.6,11,No Failure,10.600000000000023,6651.4,468.6
L,300.5,311.0,1759,28.3,13,No Failure,10.5,5212.9,367.90000000000003
M,300.4,311.0,1595,35.4,15,No Failure,10.600000000000023,5912.8,531.0
L,300.4,311.2,1406,43.6,22,No Failure,10.800000000000011,6419.5,959.2
L,300.4,311.3,1639,34.6,24,No Failure,10.900000000000034,5938.6,830.4000000000001
H,300.4,311.3,2026,20.3,26,No Failure,10.900000000000034,4306.9,527.8000000000001
M,300.4,311.3,1350,56.5,31,No Failure,10.900000000000034,7987.5,1751.5
L,300.5,311.3,1490,41.8,39,No Failure,10.800000000000011,6522.2,1630.1999999999998
L,300.5,311.4,1611,32.7,44,No Failure,10.899999999999977,5516.6,1438.8000000000002
L,300.5,311.3,1475,46.3,49,No Failure,10.800000000000011,7151.6,2268.7
L,300.5,311.4,1442,47.0,53,No Failure,10.899999999999977,7097.3,2491.0
L,300.5,311.4,1556,45.3,58,No Failure,10.899999999999977,7381.4,2627.3999999999996
L,300.5,311.5,1651,36.9,65,No Failure,11.0,6379.7,2398.5
L,300.5,311.5,1490,38.4,67,No Failure,11.0,5991.6,2572.7999999999997
M,300.6,311.6,1473,31.5,69,No Failure,11.0,4858.9,2173.5
L,300.6,311.7,1734,29.9,72,No Failure,11.099999999999966,5429.4,2152.7999999999997
L,300.6,311.7,1556,34.9,76,No Failure,11.099999999999966,5686.7,2652.4
H,300.5,311.6,1351,53.5,78,No Failure,11.100000000000023,7569.0,4173.0
L,300.5,311.7,1619,32.7,85,No Failure,11.199999999999989,5544.0,2779.5000000000005
M,300.5,311.7,1269,64.0,87,No Failure,11.199999999999989,8504.9,5568.0
L,300.5,311.6,1534,37.7,90,No Failure,11.100000000000023,6056.1,3393.0000000000005
L,300.5,311.6,1744,26.8,94,No Failure,11.100000000000023,4894.5,2519.2000000000003
L,300.4,311.5,1441,44.6,96,No Failure,11.100000000000023,6730.2,4281.6
M,300.3,311.3,1506,40.7,98,No Failure,11.0,6418.7,3988.6000000000004
L,300.3,311.4,1526,38.5,101,No Failure,11.099999999999966,6152.4,3888.5
L,300.4,311.5,1704,29.7,103,No Failure,11.100000000000023,5299.7,3059.1
L,300.5,311.5,1661,35.9,110,No Failure,11.0,6244.4,3949.0
L,300.5,311.4,1466,41.8,112,No Failure,10.899999999999977,6417.1,4681.599999999999
L,300.4,311.3,1608,35.1,114,No Failure,10.900000000000034,5910.5,4001.4
M,300.4,311.4,1604,31.7,119,No Failure,11.0,5324.7,3772.2999999999997
H,300.4,311.4,1427,50.7,122,No Failure,11.0,7576.4,6185.400000000001
L,300.4,311.4,1424,44.6,127,No Failure,11.0,6650.8,5664.2
L,300.4,311.4,1662,29.3,129,No Failure,11.0,5099.5,3779.7000000000003
L,300.4,311.4,1936,23.9,131,No Failure,11.0,4845.4,3130.8999999999996
L,300.4,311.4,1728,31.7,133,No Failure,11.0,5736.3,4216.099999999999
L,300.3,311.4,1343,57.7,142,No Failure,11.099999999999966,8114.8,8193.4
M,300.4,311.5,1476,32.6,144,No Failure,11.100000000000023,5038.9,4694.400000000001
M,300.3,311.5,1540,41.5,151,No Failure,11.199999999999989,6692.6,6266.5
L,300.5,311.6,1541,47.8,156,No Failure,11.100000000000023,7713.6,7456.799999999999
M,300.4,311.6,1359,55.4,160,No Failure,11.200000000000045,7884.2,8864.0
L,300.5,311.6,1528,42.4,163,No Failure,11.100000000000023,6784.5,6911.2
L,300.5,311.6,1575,32.5,168,No Failure,11.100000000000023,5360.3,5460.0
M,300.5,311.6,1658,30.4,170,No Failure,11.100000000000023,5278.2,5168.0
L,300.5,311.6,1385,54.8,173,No Failure,11.100000000000023,7948.0,9480.4
H,300.5,311.7,1454,50.3,175,No Failure,11.199999999999989,7658.8,8802.5
L,300.5,311.6,1497,40.5,180,No Failure,11.100000000000023,6349.0,7290.0
M,300.6,311.7,1424,50.8,182,No Failure,11.099999999999966,7575.3,9245.6
L,300.6,311.8,1539,37.0,187,No Failure,11.199999999999989,5963.1,6919.0
L,300.5,311.6,1525,37.6,191,No Failure,11.100000000000023,6004.6,7181.6
M,300.5,311.6,1456,51.1,193,No Failure,11.100000000000023,7791.3,9862.300000000001
M,300.5,311.7,2141,17.2,196,No Failure,11.199999999999989,3856.3,3371.2
M,300.5,311.6,1476,39.1,199,No Failure,11.100000000000023,6043.5,7780.900000000001
L,300.6,311.7,1428,52.6,208,No Failure,11.099999999999966,7865.8,10940.800000000001
M,300.6,311.7,1389,52.1,210,No Failure,11.099999999999966,7578.2,10941.0
L,300.7,311.7,1395,43.7,215,No Failure,11.0,6383.9,9395.5
M,300.7,311.7,1412,49.1,219,No Failure,11.0,7260.1,10752.9
M,300.7,311.8,1407,42.4,224,No Failure,11.100000000000023,6247.2,9497.6
M,300.7,311.7,2097,18.9,232,Tool Wear Failure,11.0,4150.4,4384.799999999999
L,300.6,311.7,1432,39.2,2,No Failure,11.099999999999966,5878.4,78.4
M,300.5,311.6,1577,36.5,4,No Failure,11.100000000000023,6027.7,146.0
M,300.5,311.5,1370,56.1,7,No Failure,11.0,8048.4,392.7
L,300.6,311.5,1419,38.6,31,No Failure,10.899999999999977,5735.9,1196.6000000000001
M,300.7,311.5,1441,40.6,33,No Failure,10.800000000000011,6126.6,1339.8
M,300.7,311.6,1348,62.5,36,No Failure,10.900000000000034,8822.6,2250.0
H,300.8,311.7,1468,38.7,39,No Failure,10.899999999999977,5949.3,1509.3000000000002
M,300.7,311.7,1701,30.8,44,No Failure,11.0,5486.4,1355.2
H,300.7,311.7,1864,23.6,47,No Failure,11.0,4606.7,1109.2
M,300.6,311.6,1630,31.8,52,No Failure,11.0,5428.0,1653.6000000000001
L,300.5,311.5,1316,49.7,55,No Failure,11.0,6849.2,2733.5
L,300.5,311.5,1708,31.2,57,No Failure,11.0,5580.5,1778.3999999999999
L,300.5,311.4,1709,32.3,64,No Failure,10.899999999999977,5780.6,2067.2
L,300.5,311.4,1445,41.5,66,No Failure,10.899999999999977,6279.8,2739.0
L,300.4,311.4,1309,55.5,71,No Failure,11.0,7607.8,3940.5
L,300.5,311.5,1499,37.6,73,No Failure,11.0,5902.3,2744.8
M,300.5,311.4,2072,18.8,75,No Failure,10.899999999999977,4079.2,1410.0
L,300.5,311.5,1487,43.0,78,No Failure,11.0,6695.9,3354.0
L,300.5,311.5,1302,49.6,80,No Failure,11.0,6762.7,3968.0
M,300.5,311.5,1378,48.2,82,No Failure,11.0,6955.4,3952.4
L,300.5,311.6,1365,53.0,85,No Failure,11.100000000000023,7576.0,4505.0
H,300.6,311.7,1427,44.6,87,No Failure,11.099999999999966,6664.8,3880.2000000000003
H,300.5,311.6,1476,41.7,97,No Failure,11.100000000000023,6445.4,4044.9
L,300.5,311.6,1425,42.4,102,No Failure,11.100000000000023,6327.2,4324.8
L,300.5,311.7,1409,54.7,104,No Failure,11.199999999999989,8071.0,5688.8
M,300.5,311.6,1454,41.4,108,No Failure,11.100000000000023,6303.7,4471.2
M,300.8,311.9,1761,29.0,113,No Failure,11.099999999999966,5347.9,3277.0
M,300.7,311.9,1657,30.9,116,No Failure,11.199999999999989,5361.8,3584.3999999999996
L,300.7,311.8,1420,47.0,119,No Failure,11.100000000000023,6989.0,5593.0
H,300.7,311.9,1329,59.2,121,No Failure,11.199999999999989,8239.0,7163.200000000001
L,300.6,312.0,1566,30.1,128,No Failure,11.399999999999977,4936.1,3852.8
L,300.6,312.0,1430,42.7,130,No Failure,11.399999999999977,6394.3,5551.0
L,300.6,312.0,1481,40.9,132,No Failure,11.399999999999977,6343.2,5398.8
L,300.6,312.0,1670,29.4,134,No Failure,11.399999999999977,5141.5,3939.6
H,300.6,312.1,1354,46.9,138,No Failure,11.5,6650.0,6472.2
M,300.5,312.0,1263,60.8,146,No Failure,11.5,8041.5,8876.8
L,300.5,311.9,1576,31.1,149,No Failure,11.399999999999977,5132.7,4633.900000000001
L,300.5,312.0,1453,45.1,151,No Failure,11.5,6862.3,6810.1
L,300.5,312.0,1478,39.0,153,No Failure,11.5,6036.3,5967.0
M,300.5,311.9,1323,57.9,155,No Failure,11.399999999999977,8021.7,8974.5
L,300.5,311.9,1710,28.4,158,No Failure,11.399999999999977,5085.6,4487.2
L,300.4,311.7,1314,59.5,160,No Failure,11.300000000000011,8187.3,9520.0
L,300.4,311.7,1460,39.6,162,No Failure,11.300000000000011,6054.5,6415.2
M,300.5,311.8,1331,55.3,167,No Failure,11.300000000000011,7707.8,9235.1
L,300.4,311.7,1515,47.4,170,No Failure,11.300000000000011,7520.0,8058.0
L,300.4,311.7,1444,51.2,174,No Failure,11.300000000000011,7742.2,8908.800000000001
M,300.4,311.7,1398,42.6,176,No Failure,11.300000000000011,6236.6,7497.6
M,300.5,311.8,1591,42.0,182,No Failure,11.300000000000011,6997.6,7644.0
M,300.4,311.7,1478,39.9,185,No Failure,11.300000000000011,6175.6,7381.5
M,300.4,311.8,1362,47.6,188,No Failure,11.400000000000034,6789.1,8948.800000000001
L,300.5,311.8,1368,57.9,191,Overstrain Failure,11.300000000000011,8294.6,11058.9
L,300.4,311.8,1272,59.2,198,Overstrain Failure,11.400000000000034,7885.6,11721.6
M,300.4,311.7,1511,33.0,200,No Failure,11.300000000000011,5221.6,6600.0
H,300.4,311.6,1715,30.8,203,No Failure,11.200000000000045,5531.5,6252.400000000001
M,300.3,311.5,1400,43.8,0,No Failure,11.199999999999989,6421.4,0.0
L,300.4,311.6,1200,76.6,3,Power Failure,11.200000000000045,9625.8,229.79999999999998
H,300.3,311.6,1427,56.2,8,No Failure,11.300000000000011,8398.3,449.6
M,300.2,311.4,1960,20.9,20,No Failure,11.199999999999989,4289.7,418.0
L,300.3,311.5,1548,32.2,25,No Failure,11.199999999999989,5219.8,805.0000000000001
L,300.3,311.6,1709,29.5,27,No Failure,11.300000000000011,5279.5,796.5
H,300.3,311.5,1464,41.0,29,No Failure,11.199999999999989,6285.7,1189.0
L,300.3,311.5,1634,31.9,36,No Failure,11.199999999999989,5458.5,1148.3999999999999
L,300.3,311.5,1663,33.6,38,No Failure,11.199999999999989,5851.4,1276.8
M,300.3,311.5,1445,47.3,40,No Failure,11.199999999999989,7157.4,1892.0
L,300.4,311.6,1517,39.0,45,No Failure,11.200000000000045,6195.5,1755.0
L,300.4,311.6,1815,23.5,49,No Failure,11.200000000000045,4466.6,1151.5
L,300.4,311.7,1513,40.0,51,No Failure,11.300000000000011,6337.6,2040.0
L,300.3,311.5,1667,28.8,56,No Failure,11.199999999999989,5027.6,1612.8
L,300.3,311.5,1466,46.2,62,No Failure,11.199999999999989,7092.6,2864.4
L,300.3,311.5,1378,47.5,64,No Failure,11.199999999999989,6854.4,3040.0
M,300.2,311.5,1547,40.9,66,No Failure,11.300000000000011,6625.9,2699.4
L,300.2,311.5,1495,38.5,69,No Failure,11.300000000000011,6027.4,2656.5
L,300.1,311.4,1729,29.3,71,No Failure,11.299999999999955,5305.1,2080.3
H,300.1,311.4,1485,40.4,75,No Failure,11.299999999999955,6282.6,3030.0
H,300.1,311.6,1674,29.6,85,No Failure,11.5,5188.9,2516.0
L,300.0,311.4,1383,49.6,101,No Failure,11.399999999999977,7183.4,5009.6
M,299.8,311.3,1517,41.2,105,No Failure,11.5,6545.0,4326.0
M,299.9,311.4,1480,44.9,108,No Failure,11.5,6958.8,4849.2
L,299.9,311.4,1706,28.8,111,No Failure,11.5,5145.2,3196.8
L,300.0,311.5,1349,48.6,113,No Failure,11.5,6865.6,5491.8
M,300.0,311.5,1451,49.0,115,No Failure,11.5,7445.5,5635.0
M,300.0,311.4,1537,35.4,120,No Failure,11.399999999999977,5697.8,4248.0
M,300.0,311.4,1466,39.0,125,No Failure,11.399999999999977,5987.2,4875.0
L,300.0,311.5,1455,41.7,130,No Failure,11.5,6353.7,5421.0
L,300.0,311.4,1927,24.6,132,No Failure,11.399999999999977,4964.2,3247.2000000000003
M,299.9,311.3,1703,28.4,134,No Failure,11.400000000000034,5064.8,3805.6
L,299.8,311.2,1533,35.9,137,No Failure,11.399999999999977,5763.2,4918.3
H,299.8,311.3,1785,25.4,139,No Failure,11.5,4747.9,3530.6
L,299.8,311.2,2142,16.6,144,No Failure,11.399999999999977,3723.5,2390.4
L,299.8,311.2,1369,46.2,146,No Failure,11.399999999999977,6623.3,6745.200000000001
M,299.8,311.2,1706,29.2,148,No Failure,11.399999999999977,5216.6,4321.599999999999
L,299.9,311.3,1802,24.4,151,No Failure,11.400000000000034,4604.4,3684.3999999999996
H,299.9,311.3,1413,41.8,153,No Failure,11.400000000000034,6185.1,6395.4
L,300.0,311.3,1484,53.2,158,No Failure,11.300000000000011,8267.5,8405.6
L,299.9,311.3,1535,38.1,160,No Failure,11.400000000000034,6124.4,6096.0
M,299.9,311.2,1579,35.5,162,No Failure,11.300000000000011,5870.0,5751.0
L,299.8,311.1,1300,64.2,165,No Failure,11.300000000000011,8739.9,10593.0
M,299.8,311.1,1562,35.7,170,No Failure,11.300000000000011,5839.5,6069.000000000001
L,299.8,311.2,1664,28.3,173,No Failure,11.399999999999977,4931.4,4895.900000000001
H,299.9,311.2,1495,35.8,175,No Failure,11.300000000000011,5604.7,6264.999999999999
L,300.0,311.4,1484,37.0,183,No Failure,11.399999999999977,5750.0,6771.0
L,300.1,311.5,1549,34.7,189,No Failure,11.399999999999977,5628.7,6558.3
L,300.1,311.4,1604,35.0,191,No Failure,11.299999999999955,5879.0,6685.0
L,300.2,311.5,1685,31.0,193,No Failure,11.300000000000011,5470.0,5983.0
L,300.2,311.6,1372,49.2,195,No Failure,11.400000000000034,7068.8,9594.0
L,300.3,311.6,1374,47.4,197,No Failure,11.300000000000011,6820.1,9337.8
L,300.2,311.6,1606,31.0,199,No Failure,11.400000000000034,5213.6,6169.0
L,300.1,311.5,1471,47.2,201,No Failure,11.399999999999977,7270.8,9487.2
L,300.1,311.7,1503,42.6,208,No Failure,11.599999999999966,6705.0,8860.800000000001
L,300.2,311.8,1798,23.2,210,No Failure,11.600000000000023,4368.2,4872.0
L,300.2,311.6,1322,50.9,215,No Failure,11.400000000000034,7046.6,10943.5
M,300.3,311.7,1374,47.9,222,Tool Wear Failure,11.399999999999977,6892.1,10633.8
L,300.3,311.8,1551,37.2,9,No Failure,11.5,6042.0,334.8
M,300.3,311.8,1592,32.1,11,No Failure,11.5,5351.5,353.1
L,300.4,311.8,1433,42.2,14,No Failure,11.400000000000034,6332.7,590.8000000000001
L,300.5,311.9,1432,43.1,16,No Failure,11.399999999999977,6463.2,689.6
L,300.5,311.9,1350,51.7,18,No Failure,11.399999999999977,7308.9,930.6
L,300.5,312.0,1498,42.9,25,No Failure,11.5,6729.7,1072.5
M,300.5,312.0,1382,54.1,27,No Failure,11.5,7829.5,1460.7
M,300.5,311.9,1511,44.5,30,No Failure,11.399999999999977,7041.3,1335.0
L,300.5,311.9,1383,50.5,35,No Failure,11.399999999999977,7313.8,1767.5
L,300.5,311.9,1431,49.4,37,No Failure,11.399999999999977,7402.8,1827.8
L,300.5,312.0,1461,38.1,39,No Failure,11.5,5829.1,1485.9
H,300.4,311.9,1438,46.7,41,Random Failures,11.5,7032.4,1914.7
M,300.6,312.1,1293,52.3,49,No Failure,11.5,7081.6,2562.7
L,300.7,312.3,1548,37.9,58,No Failure,11.600000000000023,6143.8,2198.2
H,300.7,312.2,1335,49.0,62,No Failure,11.5,6850.2,3038.0
L,300.7,312.3,1420,53.8,67,No Failure,11.600000000000023,8000.2,3604.6
H,300.7,312.4,1457,47.2,74,No Failure,11.699999999999989,7201.6,3492.8
L,300.8,312.4,1493,39.1,79,No Failure,11.599999999999966,6113.2,3088.9
H,300.7,312.3,1446,45.4,86,No Failure,11.600000000000023,6874.7,3904.4
L,300.8,312.4,1465,59.1,91,Power Failure,11.599999999999966,9066.8,5378.1
L,300.7,312.3,1590,36.3,93,No Failure,11.600000000000023,6044.1,3375.8999999999996
M,300.6,312.2,2174,18.5,95,No Failure,11.599999999999966,4211.7,1757.5
L,300.7,312.4,1590,37.9,98,No Failure,11.699999999999989,6310.5,3714.2
L,300.7,312.3,1577,33.2,100,No Failure,11.600000000000023,5482.7,3320.0000000000005
L,300.8,312.5,1517,39.2,107,No Failure,11.699999999999989,6227.3,4194.400000000001
M,300.9,312.6,1555,40.6,109,No Failure,11.700000000000045,6611.3,4425.400000000001
L,300.9,312.7,1416,43.8,112,No Failure,11.800000000000011,6494.8,4905.599999999999
M,300.8,312.6,1588,35.6,114,No Failure,11.800000000000011,5920.1,4058.4
L,300.8,312.6,1422,50.0,117,No Failure,11.800000000000011,7445.6,5850.0
L,300.8,312.6,1376,53.6,119,No Failure,11.800000000000011,7723.5,6378.400000000001
L,300.8,312.5,1434,50.7,121,No Failure,11.699999999999989,7613.5,6134.700000000001
L,300.8,312.5,1423,47.3,123,No Failure,11.699999999999989,7048.5,5817.9
L,300.9,312.4,1364,52.5,125,No Failure,11.5,7499.0,6562.5
L,300.8,312.4,1825,23.8,127,No Failure,11.599999999999966,4548.5,3022.6
L,300.8,312.4,1365,44.5,129,No Failure,11.599999999999966,6360.9,5740.5
L,300.8,312.3,1435,44.8,134,No Failure,11.5,6732.2,6003.2
M,300.8,312.4,1811,25.1,136,No Failure,11.599999999999966,4760.2,3413.6000000000004
M,300.8,312.4,1465,43.7,139,No Failure,11.599999999999966,6704.2,6074.3
L,300.9,312.4,1372,51.0,142,No Failure,11.5,7327.5,7242.0
L,300.7,312.3,1715,26.8,146,No Failure,11.600000000000023,4813.1,3912.8
L,300.7,312.1,1512,36.9,153,No Failure,11.400000000000034,5842.6,5645.7
L,300.7,312.1,1498,44.0,155,No Failure,11.400000000000034,6902.3,6820.0
H,300.7,312.1,1490,43.1,159,No Failure,11.400000000000034,6725.0,6852.900000000001
L,300.9,312.1,1474,42.4,171,No Failure,11.200000000000045,6544.7,7250.4
L,300.7,311.9,1419,47.7,179,No Failure,11.199999999999989,7088.1,8538.300000000001
H,300.7,311.9,1389,46.5,186,No Failure,11.199999999999989,6763.7,8649.0
M,300.6,311.6,1669,29.2,200,No Failure,11.0,5103.5,5840.0
L,300.6,311.6,1455,48.0,203,No Failure,11.0,7313.6,9744.0
L,300.7,311.8,1478,41.9,207,No Failure,11.100000000000023,6485.1,8673.3
L,300.8,311.7,1578,31.4,219,No Failure,10.899999999999977,5188.8,6876.599999999999
L,300.8,311.7,1681,31.3,221,No Failure,10.899999999999977,5509.9,6917.3
L,300.8,311.8,1417,43.4,223,No Failure,11.0,6440.0,9678.199999999999
M,300.7,311.7,1532,40.0,0,No Failure,11.0,6417.2,0.0
M,300.7,311.7,1499,38.9,3,No Failure,11.0,6106.3,116.69999999999999
L,300.8,311.7,1432,45.8,6,No Failure,10.899999999999977,6868.1,274.79999999999995
L,300.8,311.7,1753,29.0,8,No Failure,10.899999999999977,5323.6,232.0
L,300.8,311.7,1414,49.0,10,No Failure,10.899999999999977,7255.6,490.0
L,300.8,311.7,1655,32.2,12,No Failure,10.899999999999977,5580.6,386.40000000000003
L,300.8,311.6,1516,35.6,14,No Failure,10.800000000000011,5651.7,498.40000000000003
L,300.8,311.7,1426,45.5,16,No Failure,10.899999999999977,6794.5,728.0
M,300.7,311.5,1569,36.4,20,No Failure,10.800000000000011,5980.7,728.0
L,300.8,311.6,1568,36.0,23,No Failure,10.800000000000011,5911.2,828.0
M,300.9,311.8,1843,24.5,25,No Failure,10.900000000000034,4728.5,612.5
M,300.9,311.9,1480,40.9,28,No Failure,11.0,6338.9,1145.2
L,301.0,312.0,1447,36.8,31,No Failure,11.0,5576.3,1140.8
L,301.0,311.9,1454,41.9,33,No Failure,10.899999999999977,6379.8,1382.7
M,300.9,311.9,1310,56.1,35,No Failure,11.0,7696.0,1963.5
H,300.9,311.9,1513,38.0,38,No Failure,11.0,6020.8,1444.0
L,301.0,312.1,1377,49.9,48,No Failure,11.100000000000023,7195.5,2395.2
H,301.1,312.2,1491,42.6,52,No Failure,11.099999999999966,6651.4,2215.2000000000003
L,300.9,312.1,1423,40.2,63,No Failure,11.200000000000045,5990.5,2532.6000000000004
L,301.0,312.2,1602,35.9,67,No Failure,11.199999999999989,6022.6,2405.2999999999997
M,301.0,312.2,1629,32.6,69,No Failure,11.199999999999989,5561.2,2249.4
L,300.9,312.1,1711,28.8,74,No Failure,11.200000000000045,5160.3,2131.2000000000003
L,301.1,312.2,1397,54.9,81,No Failure,11.099999999999966,8031.5,4446.9
M,301.2,312.3,1548,38.3,87,No Failure,11.100000000000023,6208.7,3332.1
H,301.2,312.4,1395,47.8,90,No Failure,11.199999999999989,6982.8,4302.0
L,301.2,312.4,1480,53.5,97,No Failure,11.199999999999989,8291.7,5189.5
L,301.0,312.3,1445,36.4,105,No Failure,11.300000000000011,5508.0,3822.0
L,301.0,312.3,1550,34.9,111,No Failure,11.300000000000011,5664.8,3873.8999999999996
L,301.1,312.3,1587,34.5,115,No Failure,11.199999999999989,5733.6,3967.5
H,301.0,312.2,1489,40.3,117,No Failure,11.199999999999989,6283.9,4715.099999999999
L,301.1,312.3,1486,34.9,122,No Failure,11.199999999999989,5430.9,4257.8
L,301.1,312.4,1430,37.9,124,No Failure,11.299999999999955,5675.5,4699.599999999999
M,301.1,312.4,1809,25.1,126,No Failure,11.299999999999955,4754.9,3162.6000000000004
L,301.1,312.3,1534,39.0,129,No Failure,11.199999999999989,6265.0,5031.0
M,301.1,312.3,1852,25.9,131,No Failure,11.199999999999989,5023.1,3392.8999999999996
L,301.0,312.2,1776,28.8,138,No Failure,11.199999999999989,5356.3,3974.4
M,301.0,312.2,2710,9.7,143,Power Failure,11.199999999999989,2752.8,1387.1
L,300.9,312.1,1359,51.7,146,No Failure,11.200000000000045,7357.6,7548.200000000001
M,300.9,312.1,1617,31.0,148,No Failure,11.200000000000045,5249.3,4588.0
M,300.8,312.0,1443,53.3,151,No Failure,11.199999999999989,8054.2,8048.299999999999
L,300.8,312.0,1374,50.2,154,No Failure,11.199999999999989,7223.0,7730.8
L,300.9,312.0,1533,44.0,162,No Failure,11.100000000000023,7063.6,7128.0
L,300.8,312.0,1477,37.3,164,No Failure,11.199999999999989,5769.2,6117.2
M,301.0,312.1,1664,28.4,168,No Failure,11.100000000000023,4948.8,4771.2
L,300.8,311.9,1414,41.1,171,No Failure,11.099999999999966,6085.8,7028.1
L,300.8,311.8,1323,61.1,178,No Failure,11.0,8465.1,10875.800000000001
L,300.8,311.8,1427,43.3,180,No Failure,11.0,6470.5,7793.999999999999
M,300.9,312.0,1375,56.1,182,No Failure,11.100000000000023,8077.8,10210.2
